訂單編號,日期,顧客代號,品項,數量,單價,小計,通路
O00952,2026-06-01,C084,蚵仔麵線,1,65,65,外帶
O00952,2026-06-01,C084,蚵仔麵線,1,65,65,外送平台
O00954,2026-06-01,C085,古早味紅茶,1,25,25,外帶
O00954,2026-06-01,C085,滷味拼盤,1,90,90,外帶
O00954,2026-06-01,C085,古早味紅茶,1,25,25,內用
O00955,2026-06-01,C085,蚵仔麵線,1,65,65,外帶
O00956,2026-06-01,C085,麻油麵線,2,85,170,內用
O00956,2026-06-01,C085,炭烤香腸,1,40,40,外帶
O00959,2026-06-01,C085,炭烤香腸,1,40,40,內用
O00961,2026-06-01,C085,滷味拼盤,2,90,180,外帶
O00961,2026-06-01,C085,滷味拼盤,1,90,90,外帶
O00961,2026-06-01,C085,古早味紅茶,2,25,50,外送平台
O00963,2026-06-01,C085,古早味紅茶,1,25,25,外帶
O00963,2026-06-01,C085,滷味拼盤,1,90,90,外帶
O01461,2026-06-01,C128,燙青菜,2,45,90,外送平台
O01461,2026-06-01,C128,燙青菜,1,45,45,外送平台
O01481,2026-06-01,C129,蚵仔麵線,2,65,130,外帶
O00063,2026-06-03,C010,蚵仔麵線,1,65,65,外帶
O00650,2026-06-04,C064,麻油麵線,1,85,85,外送平台
O00650,2026-06-04,C064,滷味拼盤,1,90,90,外送平台
O00650,2026-06-04,C064,古早味紅茶,1,25,25,外帶
O00701,2026-06-04,C066,古早味紅茶,2,25,50,外帶
O00701,2026-06-04,C066,麻油麵線,1,85,85,外送平台
O00870,2026-06-04,C080,麻油麵線,1,85,85,外帶
O01360,2026-06-04,C118,燙青菜,1,45,45,外送平台
O01360,2026-06-04,C118,蚵仔麵線,1,65,65,內用
O01360,2026-06-04,C118,麻油麵線,1,85,85,外送平台
O01474,2026-06-05,C129,麻油麵線,1,85,85,外送平台
O01474,2026-06-05,C129,古早味紅茶,2,25,50,外送平台
O00574,2026-06-06,C056,麻油麵線,2,85,170,外帶
O00574,2026-06-06,C056,蚵仔麵線,2,65,130,外帶
O00976,2026-06-06,C088,燙青菜,1,45,45,外送平台
O00976,2026-06-06,C088,蚵仔麵線,1,65,65,內用
O00976,2026-06-06,C088,燙青菜,1,45,45,外送平台
O01425,2026-06-06,C125,麻油麵線,2,85,170,外帶
O01425,2026-06-06,C125,炭烤香腸,1,40,40,內用
O01448,2026-06-06,C128,燙青菜,2,45,90,外送平台
O01448,2026-06-06,C128,古早味紅茶,1,25,25,內用
O00312,2026-06-07,C032,燙青菜,1,45,45,外帶
O00335,2026-06-07,C032,古早味紅茶,2,25,50,外送平台
O00335,2026-06-07,C032,滷味拼盤,1,90,90,外帶
O00335,2026-06-07,C032,古早味紅茶,1,25,25,內用
O00919,2026-06-07,C083,炭烤香腸,2,40,80,外送平台
O00919,2026-06-07,C083,麻油麵線,1,85,85,外帶
O00919,2026-06-07,C083,古早味紅茶,1,25,25,內用
O01191,2026-06-07,C110,古早味紅茶,2,25,50,內用
O01291,2026-06-07,C114,麻油麵線,2,85,170,外帶
O01291,2026-06-07,C114,燙青菜,1,45,45,內用
O00524,2026-06-08,C051,燙青菜,1,45,45,外帶
O00532,2026-06-08,C051,蚵仔麵線,1,65,65,外送平台
O00532,2026-06-08,C051,燙青菜,1,45,45,外帶
O00548,2026-06-08,C053,滷味拼盤,2,90,180,外帶
O01152,2026-06-08,C107,滷味拼盤,1,90,90,外送平台
O01523,2026-06-08,C133,蚵仔麵線,1,65,65,外帶
O01523,2026-06-08,C133,滷味拼盤,1,90,90,外帶
O01544,2026-06-08,C136,古早味紅茶,1,25,25,外送平台
O01544,2026-06-08,C136,滷味拼盤,1,90,90,外帶
O00613,2026-06-09,C059,滷味拼盤,2,90,180,外送平台
O00620,2026-06-09,C059,蚵仔麵線,1,65,65,外送平台
O00967,2026-06-09,C086,古早味紅茶,1,25,25,外帶
O00967,2026-06-09,C086,蚵仔麵線,1,65,65,外送平台
O00967,2026-06-09,C086,滷味拼盤,1,90,90,內用
O01468,2026-06-09,C129,古早味紅茶,1,25,25,外帶
O01468,2026-06-09,C129,燙青菜,2,45,90,外帶
O01518,2026-06-09,C131,炭烤香腸,1,40,40,內用
O01518,2026-06-09,C131,蚵仔麵線,1,65,65,外送平台
O00060,2026-06-10,C010,燙青菜,1,45,45,外送平台
O00329,2026-06-10,C032,滷味拼盤,1,90,90,內用
O00342,2026-06-10,C033,古早味紅茶,1,25,25,外帶
O00345,2026-06-10,C033,蚵仔麵線,1,65,65,外送平台
O00347,2026-06-10,C033,古早味紅茶,1,25,25,外送平台
O00347,2026-06-10,C033,麻油麵線,1,85,85,外送平台
O00349,2026-06-10,C033,麻油麵線,1,85,85,外帶
O00610,2026-06-10,C059,滷味拼盤,1,90,90,外帶
O00610,2026-06-10,C059,麻油麵線,1,85,85,內用
O00989,2026-06-10,C089,燙青菜,1,45,45,外帶
O00989,2026-06-10,C089,燙青菜,1,45,45,內用
O01211,2026-06-10,C111,滷味拼盤,1,90,90,內用
O01211,2026-06-10,C111,炭烤香腸,1,40,40,外送平台
O01211,2026-06-10,C111,蚵仔麵線,1,65,65,外帶
O01351,2026-06-10,C118,古早味紅茶,1,25,25,外送平台
O01400,2026-06-10,C125,燙青菜,2,45,90,外送平台
O01413,2026-06-10,C125,麻油麵線,2,85,170,內用
O01413,2026-06-10,C125,古早味紅茶,1,25,25,外帶
O01441,2026-06-10,C128,古早味紅茶,2,25,50,外送平台
O00055,2026-06-11,C010,滷味拼盤,2,90,180,外帶
O00315,2026-06-11,C032,炭烤香腸,1,40,40,外帶
O00315,2026-06-11,C032,燙青菜,1,45,45,內用
O00319,2026-06-11,C032,古早味紅茶,1,25,25,外帶
O00319,2026-06-11,C032,古早味紅茶,2,25,50,內用
O00322,2026-06-11,C032,蚵仔麵線,1,65,65,外帶
O00322,2026-06-11,C032,麻油麵線,1,85,85,內用
O00330,2026-06-11,C032,滷味拼盤,2,90,180,外帶
O00330,2026-06-11,C032,炭烤香腸,1,40,40,外帶
O00341,2026-06-11,C033,蚵仔麵線,2,65,130,內用
O00341,2026-06-11,C033,蚵仔麵線,2,65,130,外送平台
O00343,2026-06-11,C033,燙青菜,1,45,45,外帶
O00344,2026-06-11,C033,麻油麵線,1,85,85,外帶
O00346,2026-06-11,C033,蚵仔麵線,1,65,65,內用
O00346,2026-06-11,C033,滷味拼盤,1,90,90,外帶
O00346,2026-06-11,C033,蚵仔麵線,1,65,65,外帶
O00348,2026-06-11,C033,炭烤香腸,1,40,40,外帶
O00348,2026-06-11,C033,蚵仔麵線,1,65,65,外帶
O00565,2026-06-11,C056,炭烤香腸,1,40,40,內用
O00608,2026-06-11,C059,蚵仔麵線,2,65,130,外送平台
O00608,2026-06-11,C059,燙青菜,1,45,45,外送平台
O00616,2026-06-11,C059,古早味紅茶,1,25,25,外帶
O00616,2026-06-11,C059,古早味紅茶,1,25,25,內用
O00616,2026-06-11,C059,麻油麵線,1,85,85,外帶
O00780,2026-06-11,C070,蚵仔麵線,2,65,130,外送平台
O00953,2026-06-11,C084,蚵仔麵線,1,65,65,內用
O00052,2026-06-12,C010,滷味拼盤,2,90,180,外帶
O00061,2026-06-12,C010,麻油麵線,2,85,170,外送平台
O00061,2026-06-12,C010,古早味紅茶,1,25,25,外送平台
O00061,2026-06-12,C010,炭烤香腸,2,40,80,外帶
O00696,2026-06-12,C066,滷味拼盤,1,90,90,外帶
O00696,2026-06-12,C066,古早味紅茶,1,25,25,外帶
O00054,2026-06-13,C010,蚵仔麵線,2,65,130,內用
O00156,2026-06-13,C021,蚵仔麵線,1,65,65,外送平台
O00156,2026-06-13,C021,滷味拼盤,1,90,90,外帶
O00294,2026-06-13,C031,古早味紅茶,1,25,25,外送平台
O00294,2026-06-13,C031,蚵仔麵線,1,65,65,外帶
O00364,2026-06-14,C034,麻油麵線,1,85,85,外送平台
O00364,2026-06-14,C034,燙青菜,1,45,45,外送平台
O00573,2026-06-14,C056,炭烤香腸,2,40,80,外帶
O00821,2026-06-14,C075,麻油麵線,1,85,85,外送平台
O00821,2026-06-14,C075,炭烤香腸,1,40,40,外帶
O00821,2026-06-14,C075,古早味紅茶,1,25,25,內用
O00991,2026-06-14,C089,炭烤香腸,1,40,40,外送平台
O00991,2026-06-14,C089,麻油麵線,2,85,170,外送平台
O00991,2026-06-14,C089,蚵仔麵線,1,65,65,外帶
O01402,2026-06-14,C125,燙青菜,2,45,90,外送平台
O00205,2026-06-15,C025,燙青菜,1,45,45,外帶
O00205,2026-06-15,C025,燙青菜,2,45,90,外帶
O00206,2026-06-15,C025,燙青菜,1,45,45,外帶
O00207,2026-06-15,C025,炭烤香腸,1,40,40,外帶
O00207,2026-06-15,C025,麻油麵線,1,85,85,外帶
O00210,2026-06-15,C025,滷味拼盤,1,90,90,外帶
O00210,2026-06-15,C025,滷味拼盤,1,90,90,外帶
O00211,2026-06-15,C025,炭烤香腸,2,40,80,外帶
O00211,2026-06-15,C025,燙青菜,1,45,45,外帶
O00212,2026-06-15,C025,炭烤香腸,1,40,40,外帶
O00213,2026-06-15,C025,炭烤香腸,2,40,80,外帶
O00213,2026-06-15,C025,蚵仔麵線,1,65,65,外帶
O00215,2026-06-15,C025,炭烤香腸,1,40,40,外帶
O00217,2026-06-15,C025,麻油麵線,1,85,85,內用
O00218,2026-06-15,C025,滷味拼盤,1,90,90,外帶
O00219,2026-06-15,C025,燙青菜,1,45,45,外帶
O00220,2026-06-15,C025,古早味紅茶,1,25,25,外送平台
O00220,2026-06-15,C025,古早味紅茶,1,25,25,外帶
O00221,2026-06-15,C025,滷味拼盤,2,90,180,內用
O00221,2026-06-15,C025,燙青菜,1,45,45,外帶
O00222,2026-06-15,C025,蚵仔麵線,2,65,130,內用
O01014,2026-06-15,C089,燙青菜,1,45,45,內用
O01014,2026-06-15,C089,滷味拼盤,1,90,90,外帶
O01166,2026-06-15,C109,麻油麵線,1,85,85,外帶
O01205,2026-06-15,C111,古早味紅茶,1,25,25,外帶
O01282,2026-06-15,C114,燙青菜,2,45,90,外送平台
O01282,2026-06-15,C114,燙青菜,1,45,45,內用
O01548,2026-06-15,C136,古早味紅茶,1,25,25,內用
O01548,2026-06-15,C136,麻油麵線,2,85,170,外送平台
O00208,2026-06-16,C025,麻油麵線,2,85,170,內用
O00208,2026-06-16,C025,滷味拼盤,1,90,90,內用
O00209,2026-06-16,C025,蚵仔麵線,2,65,130,外帶
O00214,2026-06-16,C025,蚵仔麵線,1,65,65,外送平台
O00214,2026-06-16,C025,滷味拼盤,1,90,90,外送平台
O00214,2026-06-16,C025,燙青菜,1,45,45,外送平台
O00216,2026-06-16,C025,麻油麵線,1,85,85,外帶
O00223,2026-06-16,C025,古早味紅茶,1,25,25,外送平台
O00223,2026-06-16,C025,古早味紅茶,1,25,25,外帶
O01447,2026-06-16,C128,古早味紅茶,1,25,25,內用
O01447,2026-06-16,C128,古早味紅茶,2,25,50,內用
O00323,2026-06-17,C032,滷味拼盤,1,90,90,外帶
O00663,2026-06-17,C064,古早味紅茶,2,25,50,內用
O00663,2026-06-17,C064,燙青菜,2,45,90,外送平台
O00912,2026-06-17,C083,蚵仔麵線,1,65,65,內用
O01496,2026-06-17,C130,炭烤香腸,2,40,80,內用
O01496,2026-06-17,C130,燙青菜,2,45,90,外帶
O01496,2026-06-17,C130,滷味拼盤,2,90,180,內用
O00553,2026-06-18,C056,麻油麵線,1,85,85,外帶
O00553,2026-06-18,C056,古早味紅茶,1,25,25,外帶
O00553,2026-06-18,C056,蚵仔麵線,2,65,130,外送平台
O00607,2026-06-18,C059,滷味拼盤,1,90,90,外帶
O01052,2026-06-18,C092,炭烤香腸,1,40,40,外帶
O01052,2026-06-18,C092,燙青菜,2,45,90,外送平台
O00297,2026-06-19,C031,燙青菜,1,45,45,外送平台
O00297,2026-06-19,C031,古早味紅茶,2,25,50,外帶
O00326,2026-06-19,C032,古早味紅茶,1,25,25,外帶
O00326,2026-06-19,C032,蚵仔麵線,1,65,65,外帶
O00328,2026-06-19,C032,蚵仔麵線,2,65,130,外帶
O00328,2026-06-19,C032,滷味拼盤,1,90,90,外帶
O00328,2026-06-19,C032,古早味紅茶,1,25,25,內用
O00517,2026-06-19,C051,古早味紅茶,1,25,25,外帶
O00629,2026-06-19,C063,炭烤香腸,1,40,40,外帶
O01403,2026-06-19,C125,古早味紅茶,1,25,25,外送平台
O01403,2026-06-19,C125,麻油麵線,1,85,85,內用
O01403,2026-06-19,C125,炭烤香腸,1,40,40,外帶
O00251,2026-06-20,C026,滷味拼盤,1,90,90,外送平台
O00251,2026-06-20,C026,滷味拼盤,1,90,90,內用
O00251,2026-06-20,C026,麻油麵線,1,85,85,外送平台
O00277,2026-06-20,C031,炭烤香腸,2,40,80,外送平台
O00277,2026-06-20,C031,燙青菜,1,45,45,外帶
O00277,2026-06-20,C031,炭烤香腸,2,40,80,外帶
O00489,2026-06-20,C050,蚵仔麵線,1,65,65,外帶
O00622,2026-06-20,C061,燙青菜,1,45,45,外送平台
O00622,2026-06-20,C061,古早味紅茶,1,25,25,外送平台
O00622,2026-06-20,C061,炭烤香腸,1,40,40,內用
O00627,2026-06-20,C062,麻油麵線,2,85,170,外帶
O00648,2026-06-20,C064,蚵仔麵線,1,65,65,內用
O00648,2026-06-20,C064,蚵仔麵線,1,65,65,外帶
O00648,2026-06-20,C064,炭烤香腸,2,40,80,外帶
O00702,2026-06-20,C066,古早味紅茶,1,25,25,內用
O00747,2026-06-20,C068,燙青菜,1,45,45,內用
O00747,2026-06-20,C068,古早味紅茶,1,25,25,外帶
O00747,2026-06-20,C068,麻油麵線,1,85,85,內用
O00792,2026-06-20,C072,炭烤香腸,1,40,40,外帶
O01190,2026-06-20,C110,蚵仔麵線,1,65,65,外帶
O01190,2026-06-20,C110,滷味拼盤,2,90,180,外帶
O01563,2026-06-20,C136,蚵仔麵線,1,65,65,內用
O01563,2026-06-20,C136,麻油麵線,1,85,85,外送平台
O01405,2026-06-21,C125,炭烤香腸,1,40,40,外帶
O01405,2026-06-21,C125,古早味紅茶,1,25,25,內用
O01541,2026-06-21,C136,炭烤香腸,1,40,40,外送平台
O01541,2026-06-21,C136,燙青菜,1,45,45,外帶
O00273,2026-06-22,C029,古早味紅茶,1,25,25,外帶
O00273,2026-06-22,C029,古早味紅茶,1,25,25,外帶
O00295,2026-06-22,C031,滷味拼盤,1,90,90,外送平台
O00295,2026-06-22,C031,滷味拼盤,1,90,90,外帶
O00302,2026-06-22,C031,蚵仔麵線,1,65,65,外送平台
O00302,2026-06-22,C031,蚵仔麵線,2,65,130,外帶
O00302,2026-06-22,C031,燙青菜,2,45,90,內用
O00331,2026-06-22,C032,滷味拼盤,1,90,90,內用
O00331,2026-06-22,C032,古早味紅茶,1,25,25,內用
O00331,2026-06-22,C032,炭烤香腸,1,40,40,內用
O00664,2026-06-22,C064,古早味紅茶,1,25,25,外送平台
O00664,2026-06-22,C064,蚵仔麵線,1,65,65,外送平台
O00753,2026-06-22,C068,滷味拼盤,1,90,90,外帶
O00992,2026-06-22,C089,炭烤香腸,1,40,40,外送平台
O01525,2026-06-22,C133,古早味紅茶,1,25,25,外帶
O01525,2026-06-22,C133,蚵仔麵線,1,65,65,外送平台
O01525,2026-06-22,C133,蚵仔麵線,2,65,130,外送平台
O00059,2026-06-23,C010,炭烤香腸,1,40,40,外送平台
O00161,2026-06-23,C022,古早味紅茶,1,25,25,外帶
O00161,2026-06-23,C022,滷味拼盤,1,90,90,外送平台
O00161,2026-06-23,C022,蚵仔麵線,1,65,65,外帶
O00237,2026-06-23,C026,蚵仔麵線,1,65,65,外帶
O00286,2026-06-23,C031,炭烤香腸,1,40,40,內用
O00286,2026-06-23,C031,蚵仔麵線,1,65,65,外帶
O00318,2026-06-23,C032,蚵仔麵線,2,65,130,外帶
O00552,2026-06-23,C055,滷味拼盤,1,90,90,外帶
O00552,2026-06-23,C055,古早味紅茶,1,25,25,外送平台
O00714,2026-06-23,C066,滷味拼盤,1,90,90,外送平台
O01131,2026-06-23,C104,燙青菜,1,45,45,外帶
O01131,2026-06-23,C104,古早味紅茶,1,25,25,外送平台
O01421,2026-06-23,C125,炭烤香腸,2,40,80,外帶
O01477,2026-06-23,C129,燙青菜,2,45,90,內用
O01477,2026-06-23,C129,古早味紅茶,1,25,25,外帶
O00064,2026-06-24,C010,古早味紅茶,1,25,25,外帶
O00303,2026-06-24,C031,滷味拼盤,1,90,90,外送平台
O00394,2026-06-24,C037,炭烤香腸,1,40,40,內用
O00394,2026-06-24,C037,滷味拼盤,1,90,90,外送平台
O01509,2026-06-24,C130,炭烤香腸,1,40,40,外帶
O01509,2026-06-24,C130,滷味拼盤,1,90,90,外帶
O00241,2026-06-25,C026,麻油麵線,1,85,85,外帶
O00241,2026-06-25,C026,麻油麵線,2,85,170,外帶
O00241,2026-06-25,C026,炭烤香腸,1,40,40,內用
O00320,2026-06-25,C032,炭烤香腸,1,40,40,外送平台
O00320,2026-06-25,C032,蚵仔麵線,1,65,65,外送平台
O00796,2026-06-25,C072,炭烤香腸,2,40,80,外送平台
O01399,2026-06-25,C125,滷味拼盤,1,90,90,內用
O01399,2026-06-25,C125,炭烤香腸,2,40,80,外帶
O01406,2026-06-25,C125,蚵仔麵線,1,65,65,外送平台
O01406,2026-06-25,C125,蚵仔麵線,1,65,65,外帶
O01416,2026-06-25,C125,滷味拼盤,1,90,90,外送平台
O00879,2026-06-26,C080,蚵仔麵線,1,65,65,外送平台
O00977,2026-06-26,C088,麻油麵線,1,85,85,外帶
O00977,2026-06-26,C088,蚵仔麵線,1,65,65,外帶
O01290,2026-06-26,C114,滷味拼盤,1,90,90,外帶
O01290,2026-06-26,C114,燙青菜,2,45,90,外送平台
O01449,2026-06-26,C128,蚵仔麵線,1,65,65,外帶
O01449,2026-06-26,C128,炭烤香腸,1,40,40,內用
O00281,2026-06-27,C031,炭烤香腸,1,40,40,內用
O00310,2026-06-27,C032,古早味紅茶,2,25,50,外送平台
O00310,2026-06-27,C032,燙青菜,1,45,45,外帶
O00577,2026-06-27,C056,蚵仔麵線,1,65,65,外送平台
O00577,2026-06-27,C056,蚵仔麵線,1,65,65,外帶
O01262,2026-06-27,C114,古早味紅茶,1,25,25,內用
O01262,2026-06-27,C114,炭烤香腸,2,40,80,外帶
O00289,2026-06-28,C031,燙青菜,2,45,90,外帶
O00289,2026-06-28,C031,燙青菜,1,45,45,外帶
O00611,2026-06-28,C059,蚵仔麵線,1,65,65,外帶
O00611,2026-06-28,C059,滷味拼盤,1,90,90,內用
O01186,2026-06-28,C110,古早味紅茶,1,25,25,內用
O01186,2026-06-28,C110,炭烤香腸,2,40,80,外帶
O00159,2026-06-29,C022,麻油麵線,1,85,85,內用
O00159,2026-06-29,C022,麻油麵線,1,85,85,外帶
O00234,2026-06-29,C026,古早味紅茶,2,25,50,內用
O00561,2026-06-29,C056,古早味紅茶,2,25,50,外帶
O00691,2026-06-29,C065,滷味拼盤,1,90,90,內用
O00691,2026-06-29,C065,古早味紅茶,1,25,25,內用
O00754,2026-06-29,C068,燙青菜,2,45,90,外送平台
O00754,2026-06-29,C068,古早味紅茶,2,25,50,外帶
O00801,2026-06-29,C072,古早味紅茶,1,25,25,外帶
O00801,2026-06-29,C072,滷味拼盤,2,90,180,外帶
O00801,2026-06-29,C072,麻油麵線,1,85,85,內用
O01008,2026-06-29,C089,麻油麵線,1,85,85,內用
O01199,2026-06-29,C111,滷味拼盤,1,90,90,外帶
O01199,2026-06-29,C111,麻油麵線,1,85,85,內用
O00160,2026-06-30,C022,滷味拼盤,1,90,90,外帶
O00164,2026-06-30,C022,燙青菜,1,45,45,外帶
O00164,2026-06-30,C022,燙青菜,2,45,90,外帶
O00181,2026-06-30,C022,蚵仔麵線,2,65,130,外帶
O00181,2026-06-30,C022,炭烤香腸,1,40,40,內用
O01284,2026-06-30,C114,滷味拼盤,2,90,180,外帶
O01422,2026-06-30,C125,蚵仔麵線,2,65,130,內用
O00174,2026-07-01,C022,滷味拼盤,1,90,90,內用
O00174,2026-07-01,C022,蚵仔麵線,2,65,130,外帶
O00250,2026-07-01,C026,古早味紅茶,1,25,25,內用
O00688,2026-07-01,C065,滷味拼盤,1,90,90,外送平台
O00816,2026-07-01,C074,麻油麵線,1,85,85,外帶
O00816,2026-07-01,C074,燙青菜,2,45,90,外帶
O01445,2026-07-01,C128,燙青菜,1,45,45,內用
O01445,2026-07-01,C128,蚵仔麵線,1,65,65,內用
O01490,2026-07-01,C129,滷味拼盤,1,90,90,外帶
O01490,2026-07-01,C129,麻油麵線,1,85,85,外送平台
O00171,2026-07-02,C022,滷味拼盤,1,90,90,內用
O00321,2026-07-02,C032,炭烤香腸,1,40,40,內用
O00321,2026-07-02,C032,滷味拼盤,1,90,90,外帶
O00693,2026-07-02,C065,炭烤香腸,1,40,40,外帶
O00693,2026-07-02,C065,麻油麵線,2,85,170,外送平台
O00693,2026-07-02,C065,燙青菜,1,45,45,外帶
O00745,2026-07-02,C068,古早味紅茶,1,25,25,外帶
O00745,2026-07-02,C068,燙青菜,1,45,45,外帶
O00968,2026-07-02,C087,麻油麵線,2,85,170,外帶
O01382,2026-07-02,C121,麻油麵線,1,85,85,內用
O00327,2026-07-03,C032,燙青菜,1,45,45,外送平台
O00327,2026-07-03,C032,炭烤香腸,1,40,40,外帶
O00896,2026-07-03,C080,麻油麵線,1,85,85,外帶
O00896,2026-07-03,C080,麻油麵線,2,85,170,外帶
O00896,2026-07-03,C080,燙青菜,2,45,90,內用
O01251,2026-07-03,C113,燙青菜,1,45,45,內用
O01251,2026-07-03,C113,古早味紅茶,1,25,25,外帶
O01353,2026-07-03,C118,古早味紅茶,1,25,25,內用
O01353,2026-07-03,C118,燙青菜,2,45,90,外送平台
O01353,2026-07-03,C118,滷味拼盤,1,90,90,外帶
O01423,2026-07-03,C125,古早味紅茶,1,25,25,內用
O01497,2026-07-03,C130,古早味紅茶,2,25,50,內用
O01606,2026-07-03,C140,炭烤香腸,1,40,40,外帶
O00282,2026-07-04,C031,炭烤香腸,2,40,80,外送平台
O00597,2026-07-04,C059,燙青菜,1,45,45,外帶
O00597,2026-07-04,C059,古早味紅茶,2,25,50,外帶
O00672,2026-07-04,C065,燙青菜,1,45,45,外帶
O00672,2026-07-04,C065,蚵仔麵線,1,65,65,外帶
O01050,2026-07-04,C092,麻油麵線,2,85,170,外送平台
O01050,2026-07-04,C092,古早味紅茶,1,25,25,外帶
O01050,2026-07-04,C092,古早味紅茶,1,25,25,外帶
O01412,2026-07-04,C125,燙青菜,1,45,45,外送平台
O01412,2026-07-04,C125,麻油麵線,1,85,85,內用
O01443,2026-07-04,C128,燙青菜,1,45,45,外帶
O01443,2026-07-04,C128,蚵仔麵線,1,65,65,外帶
O00242,2026-07-05,C026,滷味拼盤,1,90,90,外帶
O00242,2026-07-05,C026,炭烤香腸,1,40,40,內用
O00676,2026-07-05,C065,燙青菜,1,45,45,內用
O00689,2026-07-05,C065,古早味紅茶,2,25,50,內用
O00694,2026-07-05,C065,滷味拼盤,1,90,90,外帶
O00748,2026-07-05,C068,炭烤香腸,1,40,40,外送平台
O00748,2026-07-05,C068,燙青菜,2,45,90,外送平台
O01012,2026-07-05,C089,燙青菜,1,45,45,外送平台
O01352,2026-07-05,C118,滷味拼盤,1,90,90,外帶
O01352,2026-07-05,C118,蚵仔麵線,1,65,65,外帶
O01352,2026-07-05,C118,麻油麵線,1,85,85,外送平台
O01381,2026-07-05,C121,燙青菜,2,45,90,外帶
O00168,2026-07-06,C022,麻油麵線,1,85,85,外帶
O00168,2026-07-06,C022,古早味紅茶,2,25,50,內用
O00487,2026-07-06,C050,古早味紅茶,1,25,25,內用
O00487,2026-07-06,C050,麻油麵線,1,85,85,外帶
O00628,2026-07-06,C063,燙青菜,1,45,45,外帶
O00628,2026-07-06,C063,炭烤香腸,1,40,40,外帶
O00628,2026-07-06,C063,滷味拼盤,1,90,90,外送平台
O00682,2026-07-06,C065,滷味拼盤,1,90,90,外帶
O00682,2026-07-06,C065,古早味紅茶,1,25,25,外送平台
O00951,2026-07-06,C084,滷味拼盤,2,90,180,外帶
O00951,2026-07-06,C084,蚵仔麵線,1,65,65,外帶
O00951,2026-07-06,C084,炭烤香腸,1,40,40,內用
O01395,2026-07-06,C123,燙青菜,2,45,90,外帶
O01395,2026-07-06,C123,蚵仔麵線,1,65,65,內用
O01395,2026-07-06,C123,蚵仔麵線,1,65,65,外送平台
O01540,2026-07-06,C136,古早味紅茶,1,25,25,外送平台
O01540,2026-07-06,C136,麻油麵線,1,85,85,內用
O01565,2026-07-06,C136,古早味紅茶,1,25,25,外帶
O00183,2026-07-07,C022,滷味拼盤,1,90,90,外帶
O00311,2026-07-07,C032,古早味紅茶,1,25,25,外帶
O00311,2026-07-07,C032,蚵仔麵線,2,65,130,外帶
O00311,2026-07-07,C032,蚵仔麵線,2,65,130,內用
O00368,2026-07-07,C035,燙青菜,1,45,45,外送平台
O00368,2026-07-07,C035,滷味拼盤,1,90,90,內用
O00369,2026-07-07,C035,滷味拼盤,1,90,90,外帶
O00371,2026-07-07,C035,滷味拼盤,1,90,90,外帶
O00373,2026-07-07,C035,古早味紅茶,1,25,25,外帶
O00373,2026-07-07,C035,麻油麵線,1,85,85,外帶
O00374,2026-07-07,C035,炭烤香腸,1,40,40,外帶
O00379,2026-07-07,C035,燙青菜,2,45,90,內用
O00380,2026-07-07,C035,蚵仔麵線,2,65,130,外帶
O00380,2026-07-07,C035,麻油麵線,1,85,85,內用
O00383,2026-07-07,C035,古早味紅茶,1,25,25,外帶
O00383,2026-07-07,C035,蚵仔麵線,1,65,65,外帶
O00383,2026-07-07,C035,蚵仔麵線,1,65,65,外帶
O00386,2026-07-07,C035,古早味紅茶,1,25,25,外帶
O00388,2026-07-07,C035,蚵仔麵線,1,65,65,外送平台
O00671,2026-07-07,C065,炭烤香腸,1,40,40,外送平台
O01454,2026-07-07,C128,蚵仔麵線,1,65,65,外帶
O01454,2026-07-07,C128,蚵仔麵線,1,65,65,外送平台
O01491,2026-07-07,C129,麻油麵線,2,85,170,內用
O01491,2026-07-07,C129,麻油麵線,1,85,85,外送平台
O00340,2026-07-08,C032,燙青菜,1,45,45,內用
O00367,2026-07-08,C035,燙青菜,1,45,45,外帶
O00367,2026-07-08,C035,麻油麵線,1,85,85,外帶
O00370,2026-07-08,C035,蚵仔麵線,1,65,65,外帶
O00370,2026-07-08,C035,燙青菜,1,45,45,內用
O00370,2026-07-08,C035,燙青菜,1,45,45,外送平台
O00372,2026-07-08,C035,古早味紅茶,1,25,25,外送平台
O00372,2026-07-08,C035,燙青菜,1,45,45,外帶
O00375,2026-07-08,C035,炭烤香腸,1,40,40,外帶
O00375,2026-07-08,C035,炭烤香腸,1,40,40,外送平台
O00376,2026-07-08,C035,麻油麵線,1,85,85,外帶
O00377,2026-07-08,C035,燙青菜,2,45,90,外送平台
O00377,2026-07-08,C035,麻油麵線,1,85,85,外送平台
O00378,2026-07-08,C035,古早味紅茶,1,25,25,內用
O00378,2026-07-08,C035,燙青菜,1,45,45,外帶
O00378,2026-07-08,C035,燙青菜,1,45,45,外帶
O00381,2026-07-08,C035,燙青菜,1,45,45,外帶
O00382,2026-07-08,C035,滷味拼盤,1,90,90,外送平台
O00382,2026-07-08,C035,蚵仔麵線,1,65,65,內用
O00382,2026-07-08,C035,滷味拼盤,1,90,90,外帶
O00384,2026-07-08,C035,燙青菜,1,45,45,內用
O00385,2026-07-08,C035,麻油麵線,2,85,170,外帶
O00385,2026-07-08,C035,炭烤香腸,1,40,40,外帶
O00385,2026-07-08,C035,燙青菜,2,45,90,外帶
O00387,2026-07-08,C035,蚵仔麵線,2,65,130,內用
O00387,2026-07-08,C035,燙青菜,1,45,45,外帶
